playerFirstName,playerLastName,playerId,age,seasonId,shoots,playerPositionCode,playerTeamsPlayedFor,gamesPlayed,goals,assists,shots,plusMinus,penaltyMinutes,timeOnIcePerGame,shiftsPerGame,
Braydon,Coburn,8470601,31.2876712329,20142015,L,D,PHI|TBL,43,1,10,46,2,25,1196.372,27.5581,
Patrik,Nemeth,8475747,24.3369863014,20142015,L,D,DAL,22,0,3,16,0,6,972.6363,22.0454,
Luke,Witkowski,8474722,26.1589041096,20142015,R,D,TBL,16,0,0,10,0,15,911.1875,21.125,
Jonathan,Toews,8473604,28.1178082192,20142015,L,C,CHI,81,28,38,192,30,36,1173.7777,24.7283,
Steven,Kampfer,8474000,27.7123287671,20142015,R,D,FLA,25,2,2,28,-4,12,1031.8,21.76,
Marcus,Foligno,8475220,24.8356164384,20142015,L,L,BUF,57,8,12,66,-5,50,973.5087,20.4561,
Niklas,Kronwall,8468509,35.4164383562,20142015,L,D,DET,80,9,35,101,-4,40,1430.2875,31.8375,
Ryan,Wilson,8473700,29.3534246575,20142015,L,D,COL,3,0,0,3,-3,0,672.3333,14.3333,
Alex,Biega,8473415,28.1863013699,20142015,R,D,VAN,7,1,0,7,-2,0,947.7142,24.2857,
Corey,Potter,8470714,32.4356164384,20142015,R,D,CGY,6,0,0,2,-1,0,579.6666,14.3333,
Liam,O'Brien,8477070,21.8657534247,20142015,L,C,WSH,13,1,1,16,4,23,452.6153,11.5384,
Jonathan,Drouin,8477494,21.202739726,20142015,L,L,TBL,70,4,28,76,3,34,794.1857,16.7142,
Tyler,Gaudet,8477715,23.1835616438,20142015,L,C,ARI,2,0,0,1,-1,0,574.5,13.5,
TJ,Galiardi,8474001,28.1369863014,20142015,L,L,WPG,38,1,0,35,-8,2,627.6315,15.5,
Leon,Draisaitl,8477934,20.6191780822,20142015,L,C,EDM,37,2,7,49,-17,4,761.7297,17.4864,
Kyle,Turris,8474068,26.8246575342,20142015,R,C,OTT,82,24,40,215,5,36,1152.9756,23.7682,
TJ,Brennan,8474113,27.1890410959,20142015,L,D,TOR,6,0,1,11,-7,9,1008.6666,21.0,
Xavier,Ouellet,8476443,22.8657534247,20142015,L,D,DET,21,2,1,27,4,2,983.4285,22.7142,
Vincent,Lecavalier,8467329,36.1452054795,20142015,L,C,PHI,57,8,12,103,-7,36,758.8421,17.2456,
Brooks,Laich,8469639,32.9726027397,20142015,L,C,WSH,66,7,13,106,-2,24,883.3939,20.8333,
Boone,Jenner,8476432,22.9863013699,20142015,L,C,CBJ,31,9,8,83,-5,12,1096.1935,24.3548,
Mikko,Koivu,8469459,33.2547945205,20142015,L,C,MIN,80,14,34,179,2,38,1156.225,24.3625,
Peter,Regin,8471299,30.1561643836,20142015,L,C,CHI,4,0,1,3,1,0,500.0,12.25,
Josh,Leivo,8476410,23.0410958904,20142015,R,L,TOR,9,1,0,10,-1,4,459.2222,10.3333,
Chris,Kelly,8467967,35.5863013699,20142015,L,C,BOS,80,7,21,112,6,48,908.45,20.8125,
Shawn,Matthias,8473574,28.3095890411,20142015,L,C,VAN,78,18,9,132,-3,16,786.3076,18.7307,
R.J.,Umberger,8469469,34.1123287671,20142015,L,C,PHI,67,9,6,96,-9,19,829.1194,19.7164,
Matt,Calvert,8474685,26.4630136986,20142015,L,L,CBJ,56,13,10,93,1,28,959.625,22.4642,
Alexey,Marchenko,8476289,24.4383561644,20142015,R,D,DET,13,1,1,7,1,2,925.8461,23.2307,
Brandon,Dubinsky,8471273,30.1205479452,20142015,L,C,CBJ,47,13,23,100,11,43,1083.6808,25.2553,
Cody,Hodgson,8474570,26.3095890411,20142015,R,C,BUF,78,6,7,127,-28,12,770.7692,16.3974,
Stu,Bickel,8474772,29.6931506849,20142015,R,D,MIN,9,0,1,3,1,46,326.3333,8.8888,
Frans,Nielsen,8470144,32.1342465753,20142015,L,C,NYI,78,14,29,157,8,12,994.782,23.5512,
Mark,Letestu,8473914,31.3506849315,20142015,R,C,CBJ,54,7,6,63,-9,0,800.2962,19.8518,
Kevan,Miller,8476191,28.5726027397,20142015,R,D,BOS,41,2,5,37,20,15,1082.0,24.6097,
Conor,Allen,8477214,26.3589041096,20142015,L,D,NYR,4,0,0,2,-1,4,732.0,18.5,
Dominik,Uher,8476339,23.4410958904,20142015,L,C,PIT,2,0,0,0,-1,0,387.5,9.5,
Matt,Martin,8474709,27.0931506849,20142015,L,L,NYI,78,8,6,90,-4,114,676.1666,16.1153,
Tim,Sestito,8471636,31.7890410959,20142015,L,L,NJD,15,0,2,10,-1,33,593.2666,15.0666,
Matt,Puempel,8476477,23.3753424658,20142015,L,L,OTT,13,2,1,14,6,8,481.923,12.4615,
Sam,Carrick,8475842,24.3479452055,20142015,R,C,TOR,16,1,1,17,1,9,389.0625,9.75,
Sam,Gagner,8474040,26.8356164384,20142015,R,C,ARI,81,15,26,183,-28,28,1034.5185,21.5925,
Chris,Kreider,8475184,25.1150684932,20142015,L,L,NYR,80,21,25,180,24,88,942.6875,21.8625,
Nicklas,Backstrom,8473563,28.5506849315,20142015,L,C,WSH,82,18,60,153,5,40,1231.8048,24.3414,
Brendan,Ranford,8475896,24.104109589,20142015,L,L,DAL,1,0,0,0,0,0,559.0,13.0,
Gregory,Campbell,8470169,32.4876712329,20142015,L,C,BOS,70,6,6,64,1,45,728.1,17.6142,
Nate,Guenin,8470317,33.5068493151,20142015,R,D,COL,76,2,13,38,-1,32,1010.7105,23.3026,
Rasmus,Ristolainen,8477499,21.6191780822,20142015,R,D,BUF,78,8,12,121,-32,26,1236.8461,25.8076,
John-Michael,Liles,8468639,35.5479452055,20142015,L,D,CAR,57,2,20,90,-9,14,1148.9298,25.421,
